EUR_USD,13:05:30,1.12417,1.1243
EUR_USD,13:05:35,1.12414,1.12428
EUR_USD,13:05:37,1.12417,1.1243
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,13:07:46,1.12421,1.12434
EUR_USD,13:07:50,1.12418,1.12431
EUR_USD,13:07:58,1.12416,1.12428
EUR_USD,13:07:59,1.12413,1.12425
EUR_USD,13:08:13,1.12415,1.12427
EUR_USD,13:08:20,1.12418,1.12429
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,13:10:00,1.12418,1.12432
EUR_USD,13:10:04,1.12417,1.12429
EUR_USD,13:10:05,1.12414,1.12427
EUR_USD,13:10:08,1.12412,1.12424
EUR_USD,13:10:13,1.12414,1.12427
EUR_USD,13:10:14,1.12412,1.12424
EUR_USD,13:10:16,1.12413,1.12427
EUR_USD,13:10:16,1.12417,1.12429
EUR_USD,13:10:19,1.12414,1.12426
EUR_USD,13:10:20,1.12416,1.1243
EUR_USD,13:10:22,1.12414,1.12428
Currency,Time,Bid,Ask
EUR_USD,13:14:22,1.12439,1.12453
EUR_USD,13:14:28,1.1244,1.12452
EUR_USD,13:14:30,1.12438,1.1245
EUR_USD,13:14:34,1.12442,1.12454
EUR_USD,13:14:36,1.12439,1.12452
EUR_USD,13:14:50,1.12444,1.12456
EUR_USD,13:14:56,1.12448,1.12462
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,13:17:38,1.12445,1.12457
EUR_USD,13:18:05,1.12447,1.12459
EUR_USD,13:18:09,1.12449,1.12461
EUR_USD,13:18:23,1.12447,1.12459
EUR_USD,13:18:24,1.12428,1.12451
EUR_USD,13:18:24,1.12429,1.12445
EUR_USD,13:18:25,1.12428,1.1244
EUR_USD,13:18:30,1.12426,1.12438
EUR_USD,13:18:31,1.12428,1.1244
EUR_USD,13:18:35,1.12435,1.12447
EUR_USD,13:18:48,1.12432,1.12445
EUR_USD,13:18:49,1.1243,1.12442
EUR_USD,13:18:50,1.12437,1.1245
EUR_USD,13:18:52,1.12434,1.12448
EUR_USD,13:19:01,1.12437,1.12449
EUR_USD,13:19:33,1.12439,1.12452
EUR_USD,13:19:34,1.12439,1.12452
EUR_USD,13:19:40,1.12442,1.12454
EUR_USD,13:20:00,1.12447,1.1246
EUR_USD,13:20:16,1.1245,1.12463
EUR_USD,13:20:20,1.12453,1.12465
EUR_USD,13:20:21,1.12458,1.1247
EUR_USD,13:20:24,1.1246,1.12472
EUR_USD,13:20:26,1.1246,1.12472
EUR_USD,13:20:30,1.12465,1.12477
EUR_USD,13:20:30,1.12467,1.1248
EUR_USD,13:20:31,1.1247,1.12482
EUR_USD,13:20:39,1.12463,1.12475
EUR_USD,13:20:45,1.12464,1.12479
EUR_USD,13:20:45,1.12469,1.1248
EUR_USD,13:20:47,1.12471,1.12483
EUR_USD,13:20:47,1.12473,1.12486
EUR_USD,13:20:48,1.12468,1.1248
EUR_USD,13:20:48,1.12465,1.12479
EUR_USD,13:20:49,1.12468,1.1248
EUR_USD,13:20:49,1.12465,1.12478
EUR_USD,13:20:50,1.1247,1.12482
EUR_USD,13:20:51,1.12473,1.12485
EUR_USD,13:20:52,1.1247,1.12483
EUR_USD,13:20:55,1.12468,1.1248
Currency,Time,Bid,Ask
EUR_USD,13:23:22,1.12465,1.12477
EUR_USD,13:23:30,1.12468,1.12479
EUR_USD,13:23:41,1.1247,1.12481
EUR_USD,13:23:47,1.12474,1.12486
EUR_USD,13:23:48,1.12472,1.12484
EUR_USD,13:23:53,1.12474,1.12486
EUR_USD,13:23:55,1.12469,1.12482
EUR_USD,13:23:55,1.12468,1.12479
EUR_USD,13:23:58,1.12465,1.12477
EUR_USD,13:23:58,1.12469,1.12481
EUR_USD,13:24:03,1.12467,1.12478
EUR_USD,13:24:05,1.12464,1.12476
EUR_USD,13:24:08,1.12466,1.12479
EUR_USD,13:24:13,1.12464,1.12476
EUR_USD,13:24:35,1.12459,1.12471
EUR_USD,13:24:45,1.12456,1.12469
EUR_USD,13:24:47,1.12457,1.12469
Currency,Time,Bid,Ask
EUR_USD,13:25:42,1.12474,1.12486
EUR_USD,13:25:48,1.12471,1.12484
EUR_USD,13:25:50,1.12474,1.12486
EUR_USD,13:25:51,1.12472,1.12484
EUR_USD,13:25:53,1.12477,1.12488
EUR_USD,13:25:55,1.12472,1.12484
EUR_USD,13:25:58,1.12469,1.12482
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,13:36:08,1.1244,1.12452
EUR_USD,13:36:10,1.12442,1.12454
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,13:49:27,1.12479,1.1249
Currency,Time,Bid,Ask
EUR_USD,13:51:09,1.12484,1.12497
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,14:48:21,1.12512,1.12524
EUR_USD,14:48:23,1.12513,1.12526
EUR_USD,14:48:24,1.12509,1.1252
EUR_USD,14:48:27,1.12505,1.12519
EUR_USD,14:48:28,1.12503,1.12516
EUR_USD,14:48:28,1.12506,1.12518
EUR_USD,14:48:29,1.12503,1.12515
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,15:30:57,1.12318,1.12329
EUR_USD,15:30:58,1.12321,1.12332
EUR_USD,15:30:58,1.12321,1.12332
EUR_USD,15:32:00,1.12306,1.12318
EUR_USD,15:32:02,1.12309,1.1232
Currency,Time,Bid,Ask
EUR_USD,15:37:22,1.123,1.12311
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,15:44:23,1.12302,1.12314
Currency,Time,Bid,Ask
EUR_USD,15:45:51,1.12336,1.12348
EUR_USD,15:45:55,1.12331,1.12342
EUR_USD,15:45:57,1.12329,1.1234
EUR_USD,15:45:58,1.12325,1.12339
EUR_USD,15:46:00,1.12324,1.12336
EUR_USD,15:46:01,1.12322,1.12333
EUR_USD,15:46:07,1.12324,1.12335
EUR_USD,15:46:07,1.12326,1.12338
EUR_USD,15:46:08,1.12324,1.12335
EUR_USD,15:46:09,1.12326,1.12338
EUR_USD,15:46:09,1.12329,1.1234
EUR_USD,15:46:09,1.12327,1.12338
EUR_USD,15:46:10,1.12324,1.12335
EUR_USD,15:46:11,1.12321,1.12333
EUR_USD,15:46:12,1.12319,1.1233
EUR_USD,15:46:13,1.12316,1.12327
EUR_USD,15:46:14,1.12318,1.1233
EUR_USD,15:46:18,1.12323,1.12335
EUR_USD,15:46:23,1.12325,1.12337
EUR_USD,15:46:26,1.12323,1.12335
EUR_USD,15:46:48,1.1232,1.12333
EUR_USD,15:46:49,1.12318,1.1233
EUR_USD,15:47:00,1.12316,1.12327
EUR_USD,15:47:00,1.12318,1.1233
EUR_USD,15:47:05,1.12322,1.12335
EUR_USD,15:47:15,1.1232,1.12332
EUR_USD,15:47:16,1.12318,1.12329
EUR_USD,15:47:42,1.12315,1.12326
EUR_USD,15:47:49,1.12319,1.12331
EUR_USD,15:47:55,1.12316,1.12329
EUR_USD,15:47:59,1.12314,1.12325
EUR_USD,15:48:17,1.12312,1.12323
EUR_USD,15:48:17,1.12314,1.12325
EUR_USD,15:48:33,1.12312,1.12323
EUR_USD,15:48:33,1.12309,1.1232
EUR_USD,15:48:37,1.12306,1.12318
EUR_USD,15:48:37,1.12304,1.12316
EUR_USD,15:48:44,1.12307,1.12318
EUR_USD,15:48:46,1.12304,1.12315
EUR_USD,15:48:46,1.12306,1.12318
EUR_USD,15:48:51,1.12304,1.12315
EUR_USD,15:48:53,1.12301,1.12314
EUR_USD,15:48:53,1.123,1.12311
EUR_USD,15:48:59,1.12302,1.12314
EUR_USD,15:49:00,1.12304,1.12316
EUR_USD,15:49:01,1.12306,1.12319
EUR_USD,15:49:05,1.12309,1.1232
EUR_USD,15:49:08,1.12307,1.12318
EUR_USD,15:49:08,1.12304,1.12316
EUR_USD,15:49:09,1.12306,1.12318
EUR_USD,15:49:09,1.12304,1.12316
Currency,Time,Bid,Ask
EUR_USD,15:49:14,1.12305,1.12315
EUR_USD,15:49:25,1.12305,1.12319
Currency,Time,Bid,Ask
EUR_USD,15:50:06,1.12314,1.12325
EUR_USD,15:50:20,1.12316,1.12327
EUR_USD,15:50:24,1.12314,1.12325
EUR_USD,15:50:26,1.12312,1.12323
EUR_USD,15:50:27,1.1231,1.1232
EUR_USD,15:50:32,1.12306,1.12318
EUR_USD,15:50:36,1.12308,1.12321
Currency,Time,Bid,Ask
EUR_USD,15:50:58,1.12324,1.12338
EUR_USD,15:51:01,1.12323,1.12335
EUR_USD,15:51:03,1.12326,1.12337
EUR_USD,15:51:15,1.12323,1.12335
EUR_USD,15:51:15,1.12321,1.12332
EUR_USD,15:51:16,1.12318,1.1233
EUR_USD,15:51:19,1.12313,1.12326
EUR_USD,15:51:26,1.12312,1.12323
EUR_USD,15:51:28,1.12314,1.12325
EUR_USD,15:51:42,1.1231,1.12323
EUR_USD,15:51:43,1.12304,1.12318
EUR_USD,15:51:44,1.12303,1.12315
EUR_USD,15:51:46,1.12302,1.12312
EUR_USD,15:51:46,1.12299,1.1231
EUR_USD,15:52:00,1.12294,1.12305
EUR_USD,15:52:01,1.12289,1.12301
EUR_USD,15:52:01,1.12291,1.12303
EUR_USD,15:52:02,1.12293,1.12305
EUR_USD,15:52:07,1.12295,1.12308
EUR_USD,15:52:09,1.12296,1.12308
Currency,Time,Bid,Ask
EUR_USD,15:55:50,1.12296,1.12308
EUR_USD,15:56:16,1.12299,1.1231
EUR_USD,15:56:24,1.12305,1.12317
EUR_USD,15:56:24,1.12308,1.1232
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,16:34:00,1.12321,1.12336
EUR_USD,16:34:07,1.12321,1.12332
EUR_USD,16:34:10,1.12319,1.1233
Currency,Time,Bid,Ask
EUR_USD,16:34:28,1.12325,1.12337
EUR_USD,16:34:40,1.12324,1.12334
EUR_USD,16:34:42,1.12319,1.12334
EUR_USD,16:34:42,1.12316,1.12327
EUR_USD,16:34:45,1.12314,1.12325
EUR_USD,16:34:46,1.12316,1.12327
Currency,Time,Bid,Ask
EUR_USD,16:36:08,1.12311,1.12323
EUR_USD,16:36:12,1.12314,1.12325
Currency,Time,Bid,Ask
EUR_USD,16:37:24,1.12325,1.12337
EUR_USD,16:37:32,1.12328,1.12339
EUR_USD,16:37:32,1.1233,1.12341
EUR_USD,16:37:35,1.12325,1.12337
EUR_USD,16:37:38,1.1233,1.12341
EUR_USD,16:37:44,1.12328,1.12339
EUR_USD,16:37:46,1.12326,1.12337
Currency,Time,Bid,Ask
EUR_USD,16:37:46,1.12326,1.12337
EUR_USD,16:38:41,1.12321,1.12332
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,16:43:37,1.12305,1.12317
EUR_USD,16:43:58,1.12303,1.12315
Currency,Time,Bid,Ask
EUR_USD,16:44:52,1.12303,1.12314
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,16:48:43,1.12305,1.12316
EUR_USD,16:49:08,1.12308,1.12319
EUR_USD,16:49:21,1.12306,1.12317
EUR_USD,16:50:02,1.12303,1.12314
EUR_USD,16:50:05,1.123,1.12313
EUR_USD,16:50:05,1.12299,1.1231
EUR_USD,16:50:11,1.12303,1.12315
Currency,Time,Bid,Ask
EUR_USD,16:52:14,1.12316,1.12328
EUR_USD,16:52:19,1.12318,1.1233
EUR_USD,16:52:20,1.12316,1.12328
EUR_USD,16:52:24,1.12313,1.12325
Currency,Time,Bid,Ask
EUR_USD,16:57:53,1.12315,1.12328
EUR_USD,16:58:02,1.12318,1.12331
EUR_USD,16:58:08,1.12321,1.12333
EUR_USD,16:58:21,1.12324,1.12335
EUR_USD,16:58:41,1.12326,1.12338
EUR_USD,16:58:42,1.12324,1.12335
EUR_USD,16:58:45,1.12326,1.12339
EUR_USD,16:58:49,1.12324,1.12335
EUR_USD,16:58:58,1.12326,1.12338
EUR_USD,16:59:00,1.12329,1.12341
Currency,Time,Bid,Ask
EUR_USD,16:59:14,1.12331,1.12344
EUR_USD,16:59:54,1.12333,1.12347
Currency,Time,Bid,Ask
EUR_USD,17:00:20,1.12331,1.12342
EUR_USD,17:00:30,1.12333,1.12345
EUR_USD,17:00:34,1.12331,1.12342
EUR_USD,17:00:35,1.12329,1.1234
Currency,Time,Bid,Ask
EUR_USD,17:13:03,1.12345,1.12358
EUR_USD,17:13:30,1.12343,1.12356
EUR_USD,17:13:37,1.12341,1.12353
EUR_USD,17:13:43,1.12339,1.1235
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,17:15:01,1.12343,1.12357
Currency,Time,Bid,Ask
EUR_USD,17:15:01,1.12343,1.12357
EUR_USD,17:16:16,1.12346,1.12358
EUR_USD,17:16:16,1.12349,1.12359
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,17:18:48,1.1235,1.12362
EUR_USD,17:19:38,1.12347,1.1236
EUR_USD,17:19:38,1.12346,1.12357
EUR_USD,17:19:39,1.1235,1.12361
Currency,Time,Bid,Ask
EUR_JPY,17:19:45,124.884,124.899
Currency,Time,Bid,Ask
EUR_USD,17:23:14,1.12345,1.12356
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,17:25:10,1.12339,1.12351
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,17:26:26,1.12345,1.12357
EUR_USD,17:27:47,1.12347,1.12359
EUR_USD,17:27:49,1.1235,1.12361
EUR_USD,17:28:24,1.12348,1.12358
EUR_USD,17:28:31,1.12345,1.12356
EUR_USD,17:28:36,1.12348,1.12358
EUR_USD,17:28:40,1.12349,1.12362
EUR_USD,17:28:41,1.12352,1.12364
EUR_USD,17:28:41,1.12356,1.12369
EUR_USD,17:28:42,1.12358,1.12372
Currency,Time,Bid,Ask
EUR_USD,17:30:00,1.1236,1.12371
EUR_USD,17:30:12,1.12357,1.12369
EUR_USD,17:30:29,1.12359,1.12371
EUR_USD,17:31:17,1.12361,1.12374
EUR_USD,17:31:17,1.12364,1.12375
EUR_USD,17:31:18,1.12365,1.12379
Currency,Time,Bid,Ask
EUR_USD,17:32:50,1.12362,1.12374
EUR_USD,17:33:06,1.1236,1.12371
EUR_USD,17:33:07,1.12362,1.12374
EUR_USD,17:33:14,1.12365,1.12376
EUR_USD,17:33:21,1.12368,1.12379
EUR_USD,17:33:21,1.1237,1.12382
Currency,Time,Bid,Ask
EUR_USD,17:33:49,1.12374,1.12386
EUR_USD,17:33:59,1.12371,1.12384
EUR_USD,17:33:59,1.12374,1.12387
Currency,Time,Bid,Ask
EUR_USD,17:34:36,1.12377,1.12388
EUR_USD,17:34:58,1.12374,1.12386
EUR_USD,17:35:07,1.12377,1.12389
EUR_USD,17:35:09,1.12379,1.12391
EUR_USD,17:35:10,1.12377,1.12389
Currency,Time,Bid,Ask
EUR_USD,17:35:10,1.12377,1.12389
EUR_USD,17:35:34,1.12379,1.12391
Currency,Time,Bid,Ask
EUR_USD,17:35:40,1.12381,1.12393
EUR_USD,17:35:42,1.1238,1.1239
EUR_USD,17:35:58,1.12377,1.12389
EUR_USD,17:35:59,1.12374,1.12387
EUR_USD,17:36:06,1.12377,1.12389
EUR_USD,17:36:10,1.12374,1.12386
EUR_USD,17:36:15,1.12369,1.12381
Currency,Time,Bid,Ask
EUR_USD,17:38:08,1.12384,1.12396
Currency,Time,Bid,Ask
EUR_USD,17:38:08,1.12384,1.12396
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,17:44:07,1.12414,1.12426
EUR_USD,17:44:18,1.12411,1.12424
EUR_USD,17:44:33,1.12415,1.12426
EUR_USD,17:44:34,1.12417,1.12428
EUR_USD,17:44:34,1.12415,1.12426
EUR_USD,17:44:54,1.12412,1.12424
EUR_USD,17:45:02,1.12415,1.12426
Currency,Time,Bid,Ask
EUR_USD,17:45:32,1.12424,1.12438
EUR_USD,17:45:35,1.12427,1.12439
EUR_USD,17:45:42,1.12425,1.12437
EUR_USD,17:45:45,1.12423,1.12434
EUR_USD,17:45:48,1.12425,1.12437
Currency,Time,Bid,Ask
EUR_USD,17:45:48,1.12425,1.12437
Currency,Time,Bid,Ask
EUR_USD,17:47:06,1.12426,1.12437
EUR_USD,17:47:29,1.12423,1.12435
EUR_USD,17:47:29,1.12421,1.12432
EUR_USD,17:47:42,1.12422,1.12435
EUR_USD,17:47:43,1.12425,1.12436
EUR_USD,17:47:49,1.12427,1.12439
EUR_USD,17:47:50,1.1243,1.1244
EUR_USD,17:47:54,1.12427,1.12438
EUR_USD,17:48:04,1.12429,1.12441
EUR_USD,17:48:11,1.12427,1.12438
Currency,Time,Bid,Ask
EUR_USD,17:49:19,1.12427,1.12437
EUR_USD,17:50:22,1.12424,1.12435
EUR_USD,17:50:24,1.12421,1.12434
EUR_USD,17:50:26,1.12416,1.12429
EUR_USD,17:50:27,1.12419,1.1243
EUR_USD,17:50:36,1.12421,1.12433
EUR_USD,17:51:17,1.12416,1.12429
EUR_USD,17:51:17,1.12414,1.12427
EUR_USD,17:51:22,1.12416,1.12429
EUR_USD,17:51:26,1.12415,1.12426
EUR_USD,17:51:31,1.12416,1.12429
Currency,Time,Bid,Ask
EUR_USD,17:51:31,1.12416,1.12429
EUR_USD,17:51:56,1.12419,1.12431
Currency,Time,Bid,Ask
EUR_USD,17:52:09,1.12428,1.12441
EUR_USD,17:52:31,1.12431,1.12442
Currency,Time,Bid,Ask
EUR_USD,17:52:31,1.12431,1.12442
EUR_USD,17:54:41,1.12433,1.12444
EUR_USD,17:54:47,1.12435,1.12447
EUR_USD,17:55:01,1.12433,1.12445
EUR_USD,17:55:03,1.12431,1.12442
EUR_USD,17:55:16,1.12433,1.12444
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,18:01:38,1.12411,1.12423
EUR_USD,18:01:57,1.12414,1.12425
EUR_USD,18:02:14,1.12411,1.12423
EUR_USD,18:02:16,1.12409,1.1242
EUR_USD,18:02:19,1.12407,1.12418
Currency,Time,Bid,Ask
EUR_USD,18:04:22,1.1241,1.12424
EUR_USD,18:04:52,1.12408,1.1242
EUR_USD,18:04:54,1.12411,1.12422
EUR_USD,18:05:13,1.12415,1.12428
EUR_USD,18:05:14,1.12414,1.12425
EUR_USD,18:05:22,1.12418,1.12429
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,18:07:47,1.12423,1.12433
EUR_USD,18:08:28,1.1242,1.12432
EUR_USD,18:08:29,1.12417,1.1243
EUR_USD,18:08:29,1.12414,1.12425
EUR_USD,18:08:44,1.12416,1.12428
EUR_USD,18:08:46,1.12413,1.12425
EUR_USD,18:09:10,1.12408,1.12421
EUR_USD,18:09:22,1.12407,1.12418
EUR_USD,18:09:28,1.12404,1.12416
EUR_USD,18:09:44,1.12401,1.12414
EUR_USD,18:09:47,1.12399,1.1241
EUR_USD,18:09:47,1.12397,1.12408
EUR_USD,18:09:58,1.12394,1.12406
EUR_USD,18:10:03,1.12392,1.12403
EUR_USD,18:10:04,1.12395,1.12405
EUR_USD,18:10:15,1.12392,1.12403
EUR_USD,18:10:24,1.12389,1.12401
EUR_USD,18:10:30,1.12387,1.12397
EUR_USD,18:10:41,1.1239,1.12403
EUR_USD,18:10:44,1.12389,1.124
EUR_USD,18:10:49,1.12391,1.12402
EUR_USD,18:11:19,1.12393,1.12409
EUR_USD,18:11:37,1.12398,1.12409
EUR_USD,18:11:38,1.12395,1.12408
EUR_USD,18:11:52,1.12395,1.12407
EUR_USD,18:12:02,1.124,1.12412
EUR_USD,18:12:06,1.12398,1.1241
EUR_USD,18:12:12,1.124,1.12413
EUR_USD,18:12:16,1.12398,1.1241
EUR_USD,18:12:35,1.124,1.12412
EUR_USD,18:12:39,1.12397,1.12411
EUR_USD,18:12:39,1.124,1.12412
EUR_USD,18:12:49,1.12398,1.12409
EUR_USD,18:12:52,1.12391,1.12403
EUR_USD,18:12:54,1.12394,1.12405
EUR_USD,18:13:25,1.12388,1.12401
EUR_USD,18:13:30,1.12387,1.12398
EUR_USD,18:13:30,1.12381,1.12393
EUR_USD,18:13:31,1.1238,1.1239
EUR_USD,18:13:35,1.12377,1.12388
EUR_USD,18:13:36,1.12381,1.12394
EUR_USD,18:13:49,1.12386,1.12398
EUR_USD,18:13:51,1.12384,1.12395
EUR_USD,18:13:51,1.12386,1.12399
EUR_USD,18:13:55,1.12392,1.12404
EUR_USD,18:13:55,1.12389,1.12402
EUR_USD,18:13:56,1.12392,1.12403
EUR_USD,18:13:57,1.12394,1.12406
EUR_USD,18:14:16,1.1239,1.12402
EUR_USD,18:14:20,1.12387,1.124
EUR_USD,18:14:50,1.12391,1.12401
EUR_USD,18:14:52,1.12392,1.12404
EUR_USD,18:15:06,1.12394,1.12406
EUR_USD,18:15:09,1.12396,1.12409
EUR_USD,18:15:16,1.12391,1.12405
Currency,Time,Bid,Ask
EUR_USD,18:34:58,1.12378,1.1239
Currency,Time,Bid,Ask
EUR_USD,18:35:27,1.1238,1.12392
Currency,Time,Bid,Ask
EUR_USD,18:35:33,1.12378,1.1239
Currency,Time,Bid,Ask
EUR_USD,18:35:35,1.12376,1.12387
Currency,Time,Bid,Ask
EUR_USD,18:40:00,1.12369,1.12381
EUR_USD,18:40:20,1.12372,1.12383
EUR_USD,18:40:23,1.12374,1.12386
EUR_USD,18:40:37,1.12373,1.12383
EUR_USD,18:40:43,1.12374,1.12386
EUR_USD,18:40:44,1.12377,1.12388
EUR_USD,18:41:02,1.1238,1.1239
EUR_USD,18:41:03,1.12381,1.12393
EUR_USD,18:41:03,1.12384,1.12396
EUR_USD,18:41:08,1.12386,1.12398
EUR_USD,18:41:08,1.12384,1.12396
EUR_USD,18:41:13,1.12386,1.12398
EUR_USD,18:41:25,1.12388,1.124
EUR_USD,18:42:33,1.12391,1.12403
EUR_USD,18:42:34,1.12393,1.12405
EUR_USD,18:42:47,1.12395,1.12409
EUR_USD,18:43:02,1.12394,1.12405
EUR_USD,18:43:06,1.12396,1.12407
EUR_USD,18:43:07,1.12398,1.12409
EUR_USD,18:43:15,1.124,1.12412
EUR_USD,18:43:16,1.12398,1.1241
EUR_USD,18:43:19,1.12395,1.12408
EUR_USD,18:43:27,1.12398,1.1241
EUR_USD,18:43:42,1.12401,1.12412
EUR_USD,18:43:50,1.12403,1.12414
EUR_USD,18:43:55,1.12405,1.12416
EUR_USD,18:44:07,1.12405,1.12417
EUR_USD,18:44:14,1.12405,1.12417
EUR_USD,18:44:19,1.12402,1.12415
EUR_USD,18:44:23,1.12405,1.12416
EUR_USD,18:44:26,1.12403,1.12414
EUR_USD,18:44:39,1.124,1.12412
EUR_USD,18:44:46,1.12403,1.12414
EUR_USD,18:44:48,1.12401,1.12412
EUR_USD,18:45:02,1.12399,1.12409
EUR_USD,18:45:06,1.12395,1.12408
EUR_USD,18:45:14,1.12398,1.12409
EUR_USD,18:45:43,1.12396,1.12407
EUR_USD,18:45:43,1.12394,1.12405
EUR_USD,18:46:32,1.12391,1.12403
EUR_USD,18:46:32,1.12389,1.124
EUR_USD,18:47:21,1.12391,1.12402
EUR_USD,18:47:21,1.12394,1.12405
EUR_USD,18:47:25,1.12395,1.12409
EUR_USD,18:47:25,1.12399,1.12411
EUR_USD,18:47:31,1.12398,1.12408
EUR_USD,18:47:43,1.124,1.12411
EUR_USD,18:48:45,1.12397,1.12409
EUR_USD,18:49:15,1.12394,1.12407
EUR_USD,18:49:16,1.12397,1.12409
EUR_USD,18:49:16,1.12399,1.12411
EUR_USD,18:49:24,1.12401,1.12413
EUR_USD,18:49:25,1.12404,1.12416
EUR_USD,18:50:00,1.12402,1.12413
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
Currency,Time,Bid,Ask
EUR_USD,18:51:52,1.12377,1.12388
EUR_USD,18:52:22,1.12374,1.12386
EUR_USD,18:52:23,1.12373,1.12383
EUR_USD,18:52:41,1.12367,1.1238
EUR_USD,18:52:41,1.12364,1.12378
EUR_USD,18:52:42,1.12364,1.12374
EUR_USD,18:52:44,1.12368,1.12381
EUR_USD,18:52:45,1.12365,1.12379
EUR_USD,18:52:45,1.12364,1.12376
EUR_USD,18:52:56,1.12363,1.12373
EUR_USD,18:53:00,1.12354,1.12367
EUR_USD,18:53:01,1.12353,1.12364
EUR_USD,18:53:21,1.12349,1.12363
EUR_USD,18:53:22,1.12347,1.1236
EUR_USD,18:53:30,1.12343,1.12355
